timestamp,symbol,timeframe,iteration,direction,setup_id,range_high,range_low,range_quality_score,range_bars,range_touches_high,range_touches_low,atr_at_setup,range_height_atr,ssl_bsl_sweep_type,sweep_bar,sweep_wick_size_atr,sweep_wick_size_abs,structure_break_type,breakout_bar,breakout_direction,breakout_body_atr,breakout_quality,htf_trend,retest_zone_type,retest_zone_top,retest_zone_bottom,entry_price,sl_price,tp1_price,tp2_price,tp_score,rr_tp1,rr_tp2,rejection_reason,entry_bar,exit_bar,exit_reason,exit_price,r_multiple,mae_abs,mfe_abs,bars_held,session,override_type,compensation_score,compensation_breakdown,strategy_type,modification_type,market_regime,cs_setup_context
2024-04-11 07:45:00+00:00,XAU/USD,5min,99,LONG,SETUP_00003,2339.77002,2333.94995,70.0,20,3,3,1.8377,2.827,SSL_SWING_LOW,435,1.09,2.35,MSS_BULLISH,444,LONG,1.015,STRONG,RANGING,OB,2338.81,2337.88,2339.04,2337.33,2340.74,2342.29,35,1.0,1.91,,449,451,SL,2337.28,-1.029,3.35,0.52,2,london,NONE,80.0,"{""sweep_depth"":35.0,""displacement"":10.0,""zone_confluence"":0.0,""htf_clarity"":20.0,""round_number"":0.0,""pdh_pdl"":0.0,""session_timing"":15.0,""total"":80.0}",EDGE2,NONE,TRENDING_MODERATE,
2024-04-12 07:25:00+00:00,XAU/USD,5min,99,SHORT,CS_CS4_00004,0.0,0.0,0.0,0,0,0,2.4025,0.0,,-1,0.0,0.0,,-1,,0.0,,,,0.0,0.0,2395.15,2397.19,2393.11,2390.46,30,1.0,2.3,,721,726,SL,2397.24,-1.025,2.23,1.99,5,london,NONE,0.0,,CS4,NONE,,"CS4 SHORT bounce: HTF RSI=78.7, range=high 2395.38, sweep 0 bars ago, wick=1.21"
2024-04-15 11:40:00+00:00,XAU/USD,5min,99,SHORT,SETUP_00011,2361.30005,2355.61011,55.0,8,3,2,2.1103,2.696,BSL_SWING_HIGH,975,0.282,0.67,MSS_BEARISH,981,SHORT,0.716,MODERATE,RANGING,BB,2359.66,2359.12,2358.9,2358.9,2357.5,2355.19,35,1.0,2.65,,1036,1038,SL,2358.95,0.504,0.51,1.75,2,london,NONE,20.0,"{""sweep_depth"":0.0,""displacement"":0.0,""zone_confluence"":0.0,""htf_clarity"":20.0,""round_number"":0.0,""pdh_pdl"":0.0,""session_timing"":0.0,""total"":20.0}",EDGE2,NONE,TRENDING_MODERATE,
2024-04-18 09:55:00+00:00,XAU/USD,5min,99,SHORT,SETUP_00013,2380.68994,2376.73999,50.0,44,1,3,1.0665,2.253,BSL_SWING_HIGH,1809,0.545,1.01,MSS_BEARISH,1809,SHORT,0.993,MODERATE,RANGING,OB,2380.91,2380.69,2380.46,2380.46,2379.46,2374.32,35,1.0,8.04,,1843,1848,SL,2380.51,0.5,0.52,3.06,5,london,NONE,30.0,"{""sweep_depth"":10.0,""displacement"":0.0,""zone_confluence"":0.0,""htf_clarity"":20.0,""round_number"":0.0,""pdh_pdl"":0.0,""session_timing"":0.0,""total"":30.0}",EDGE2,NONE,TRENDING_MODERATE,
2024-04-23 08:45:00+00:00,XAU/USD,5min,99,SHORT,SETUP_00018,2314.65991,2295.77002,40.0,85,4,1,2.0502,3.354,BSL_SWING_HIGH,2614,0.473,1.21,MSS_BEARISH,2625,SHORT,0.696,MODERATE,DOWNTREND,BB,2302.62,2301.79,2301.57,2303.24,2299.89,2276.88,20,1.0,14.78,,2645,2646,SL,2303.29,-1.03,2.23,0.0,1,london,NONE,60.0,"{""sweep_depth"":0.0,""displacement"":0.0,""zone_confluence"":15.0,""htf_clarity"":20.0,""round_number"":10.0,""pdh_pdl"":0.0,""session_timing"":15.0,""total"":60.0}",EDGE2,NONE,TRENDING_STRONG,
2024-04-26 07:00:00+00:00,XAU/USD,5min,99,SHORT,CS_CS4_00019,0.0,0.0,0.0,0,0,0,1.6579,0.0,,-1,0.0,0.0,,-1,,0.0,,,,0.0,0.0,2339.93,2342.1,2337.76,2337.51,25,1.0,1.11,,3452,3456,SL,2342.15,-1.023,6.93,1.7,4,london,NONE,0.0,,CS4,NONE,,"CS4 SHORT bounce: HTF RSI=70.5, range=high 2341.65, sweep 0 bars ago, wick=0.04"
2024-04-26 10:55:00+00:00,XAU/USD,5min,99,SHORT,SETUP_00020,2352.63989,2346.3501,55.0,28,2,2,1.2209,3.344,BSL_SWING_HIGH,3493,1.073,1.41,MSS_BEARISH,3493,SHORT,0.898,MODERATE,RANGING,OB,2348.98,2348.78,2348.56,2348.56,2347.56,2332.32,30,1.0,20.52,,3499,3500,SL,2348.61,0.5,0.04,1.11,1,london,NONE,90.0,"{""sweep_depth"":35.0,""displacement"":0.0,""zone_confluence"":15.0,""htf_clarity"":20.0,""round_number"":20.0,""pdh_pdl"":0.0,""session_timing"":0.0,""total"":90.0}",EDGE2,NONE,TRENDING_MODERATE,
2024-04-30 08:20:00+00:00,XAU/USD,5min,99,LONG,CS_CS4_00022,0.0,0.0,0.0,0,0,0,1.5518,0.0,,-1,0.0,0.0,,-1,,0.0,,,,0.0,0.0,2315.95,2313.84,2318.06,2319.01,25,1.0,1.45,,4008,4009,SL,2313.79,-1.024,4.4,0.14,1,london,NONE,0.0,,CS4,NONE,,"CS4 LONG bounce: HTF RSI=24.4, range=low 2315.45, sweep 0 bars ago, wick=1.22"
2024-04-30 11:50:00+00:00,XAU/USD,5min,99,LONG,CS_CS4_00023,0.0,0.0,0.0,0,0,0,1.56,0.0,,-1,0.0,0.0,,-1,,0.0,,,,0.0,0.0,2312.64,2310.42,2314.86,2316.34,25,1.0,1.67,,4050,4052,SL,2310.37,-1.023,2.61,1.01,2,london,NONE,0.0,,CS4,NONE,,"CS4 LONG bounce: HTF RSI=27.5, range=low 2310.94, sweep 0 bars ago, wick=0.13"
2024-05-01 07:10:00+00:00,XAU/USD,5min,99,LONG,CS_CS4_00024,0.0,0.0,0.0,0,0,0,1.1944,0.0,,-1,0.0,0.0,,-1,,0.0,,,,0.0,0.0,2286.62,2286.62,2287.13,2288.17,30,1.0,3.04,,4270,4271,SL,2286.57,0.5,0.39,0.81,1,london,NONE,0.0,,CS4,CS4_EXTENDED_SWEEP_LOOKBACK,,"CS4 LONG bounce: HTF RSI=30.8, range=low 2286.53, sweep 14 bars ago, wick=0.12"
